title
É #FAKE que foto mostre PM reprimindo ambulante por descumprimento de restrições contra a Covid-19
É #FAKE que foto mostre Doria sem máscara em almoço após anunciar restrições em SP
É #FAKE que foto mostre Doria sem máscara em almoço com a equipe após anúncio de medidas mais rígidas na pandemia
É #FAKE vídeo em que homem diz ter recebido devolução de impostos federais após abastecer com etanol
É #FAKE que imagens mostrem Lula bêbado agradecendo decisão de Fachin de anular condenações
É #FAKE que taxa de mortalidade aumentou em Israel após aplicação da vacina da Pfizer contra a Covid-19
É #FAKE que imagens mostrem vagas ociosas de leitos para Covid e revelem farsa em Montes Claros
É #FAKE vídeo em que mulher diz que mais de 500 pessoas morreram após tomar vacina contra a Covid-19 no país
É #FAKE que imagens provem que Hospital Moinhos de Vento não lotou de pacientes com Covid
É #FAKE que imagens provem que Hospital Moinhos de Vento não lotou de pacientes com Covid-19
É #FAKE que vídeo mostre mulher com convulsão na Argentina logo após vacina contra Covid
É #FAKE que vídeo mostre mulher com convulsão na Argentina logo após tomar vacina contra a Covid-19
É #FAKE mensagem que fala em mais de 20 óbitos em 24h por reações a vacinas registrados pela Anvisa
É #FAKE que vídeo mostre posto com gasolina a R$ 2,62 no Paraguai em 2021
É #FAKE que cloroquina foi recomendada em 1918 como tratamento contra a gripe espanhola
É #FAKE que 300 funcionários da Petrobras foram demitidos logo após anúncio de troca na presidência
É #FAKE que imagens mostrem Karol Conká fumando cigarro de maconha dentro da casa do BBB
É #FAKE mensagem que diz que vacinas mantidas a -80°C são agentes para infectar células e transferir material genético
É #FAKE que ministros do STF recebem auxílio-alimentação de R$ 90 mil por mês
É #FAKE que vídeo mostre jovem morrendo ao tomar vacina em Israel
É #FAKE que deputada Flordelis votou pela manutenção da prisão de Daniel Silveira
É #FAKE imagem que mostra Luciano Huck com o deputado Daniel Silveira 
É #FAKE que vídeo de multidão na Argentina mostre protesto contra medidas de isolamento na pandemia
É #FAKE que morte de médico após primeira dose da vacina revele ineficácia da Coronavac
É #FAKE que suco de cebola previna ou cure problemas na próstata
É #FAKE capa da Veja que diz que Fachin anulou condenações de Lula na Lava Jato após ser ameaçado pelo ex-presidente
É #FAKE que ministros do STF não podem mudar voto durante julgamento
É #FAKE que Bolsonaro demitiu o vice-presidente Hamilton Mourão
É #FAKE que estudo prove que máscaras acumulam micróbios capazes de causar câncer
É #FAKE mensagem que lista cidades sem morte nem internação por causa do 'kit Covid'
É #FAKE mensagem que lista cidades sem morte nem internação por Covid-19 após adoção de tratamento precoce
